owner,balance
8Zpw14cY3dnhLqx6pQH5Yk1X96myoLYJQi7Re4cnnrAX,3297000540741812.0
2zHDQMjz4nJLRtQCQjAteFPyGXddVSATAYudTs8bcmEr,3264692983566090.0
9eopQbZdGDnTyXdEDeDbFqfcVYJ4CyAfS3anEr2JAjHo,3255202774521524.0
DpE4xhzSQD51pSAZVRCLi1XKGfr8gjfm8TFfHVgxHofS,3245171640000000.0
8ndEzq3CpRdMZZEtT3Xcpp6oYjFDBm3HkpzByUYkmtZB,3242055652322415.0
HYRvp3PFB8XWoXLVUUZTLp5W7t1fptiKkER1e188qWLz,3235694709210483.0
7v4WBwsm2Z3J7jty2zs82wCWj8Ka6u5t1w5MkbeDfSmH,3211653582941151.0
4DkRTNoPFgHLsffuRCiyLzipx3oP9z6R28UzhiWcKFzb,3183993840919820.0
8wcKkYsM3kzE3MTHbNJqnwh1YwqNy8BjASTFrHCeaNgc,3155151381434399.0
3AdaHigvQ3jZBcttFGzHHUGZJeChV7j62CWt4s4zpb3u,3155105967370919.0
DMXmU7S8h2GrKLFaKrw8nKMi2wU8WdeUGLLLL7PQxtbS,3146953854329965.0
GbksCi3RFe7JE1D8uWnNUpVHh6MoqDo2MDZs9Y9gG1e9,3144297039131095.0
8ns44E7dZj8XfaMoSaVVpJENeTMdV35jdkm9iAYpD3ub,3135167252369230.0
CxxR6q7v2R64Ya9rD4bfeGkU5MAp4EST233SS3jSDpH1,3132216108478305.0
27Esgop5ZHksogwFJbFK9dhcDX8p7CwypdLzZ9MhkTXF,3092681329164539.0
5be47s2sPV5bQGJhVxBMgjHcZiB1yzAZHCPT14ebo6j9,3086381799390934.0
6Yrs2MdLcRtwtzuxBv3pmK7dDiXSFj2W1jSVevTwD7my,3063830611321315.0
A4utjgQ9d3y7coBN32pTtcLiR2egbA4JFTxNonUP7oLe,3060652244665629.0
3w8ZaKpHV2xkpXK7LHoaM3tHkdM7NN9QeGWRYNaZv5FT,3044706366991187.0
wgkRyJRrVhqzQkiUeyDSttCFXSArn1iZYxc3HJaLcKK,3039223402239993.0
2Xt9PDhtoWbhGCntdjaRuvRdpbHpCpVzmPaBycA8Ng57,3030699731411722.0
Eueeb9FKXpk7duw7jKeYm1NNWmTeFN7fGKYMmasY7C9x,3030000000000000.0
