address,balance
0xa9d8ed1f0be5a3053f0d1121e6e4b607a6f18ac0,23801.58482341
0x14e9d94c36b033f42581e6dec839c6312559dfcd,23678.02735115984
0x56f8eba5e1601ae7aa1bc41e5e56143bf038a05d,23649.825455570637
0x11081b40e4867cc94ed1682c2be0b2bd858d2233,23107.146318191422
0x8bc17edf22481ecf8660e73ad04f0443475f2ec2,23041.244727735528
0x02e53c0d98bc7e33a243cdec7b7ab704261ff6db,23013.897422940412
0xd249942f6d417cbfdcb792b1229353b66c790726,22828.11248697387
0x000000000004444c5dc75cb358380d2e3de08a90,22695.642233991064
0x45f32d390449cf75384dfeb8ce6d08a9041de011,22479.67
0x80eeea5e6bfef8979ea6ea898564eb7abff4e12e,22183.75923671
0x35bdd97b6417f862effba1f7a65834625e1f120c,22156.767711258857
8ZMA7yKnPTD6bypisuLYX8aALaj2cPNhsSyaSHvYQrAh,22144.98179829
0x2268a97dabc17ddb5eb25ac0169e8a3534bdb2d0,22094.300901357485
0x260f30f8c869c3d813e33e9e3b866d7d8dadd99a,22012.44813142513
0xc89cda5b2c939119a2d387f71fdb7fc18bba4d22,22000.829100000003
0x27583f4f9602d3db14313757f65e2ab7ca60db1d,21982.29080997158
0x0af7a17354cdf9dfb4a1ace52574e65fc00d2133,21790.69151772455
0xa88ea8ef16c0f2d413f7c146b2d7565d7b3e2b80,21747.36596617284
0xe1a4b149f32373db7ca9cf6ca590ad54717f4009,21468.324422519116
0x0d024684cefbe514ae867b413f671b31bed1fa5c,21423.03999999998
0xc8f8f590b8408cd73c4c0ad304a5f0c4ca9f9e10,21275.93260426148
0x0bcc4a6a99345f8e36dcad4d2ecd388a4adc1b60,21248.54566212119
0x5f52d2b52cf12fb023c53454c6c87b55156b82cd,21187.694685929535
0x0aa6307d677e7b1e0fd5f9e44ba2c9bd9c8bf870,21109.73027049577
5xYNhZRW1rEofFon3X2JgaZtrnu5vo5xXD61jHof3p37,20654.46835606
0x78ae51b9c718cd00358904c5fc3561a1930b76d6,20383.228218580873
9ZDX1UvJZjEPuXRbn8BApBQVZWo3uqUURDcsALbSeKbk,20366.45213757
0xacc4e13148d34685a5cfe6d31029d6fd9fd6a0c1,20306.463970930006
0x16a1558b2713d20f43fbb1a9b5c7aab2dbd6106f,20223.31964591478
0xa02f2fd643bfaa8f6f614670dd7c656f3407144d,20218.4
2TzUN6iKNkqxMhbTykujGYH3qBKRMbTQhpgmAYLaCT7w,20197.53659788
0x7bc58279dbfcd62d08e3092b691b0d46014ae451,20190.9861
0x4667a3d7ed3eb69d372a30bb7beaa048567a68d4,20175.85654752
0x1f13bd5708ac1ae05632cd5e1b0695c9b5a031f5,20142.512979694664
0xe466815d789088cb38ef03afe03251946bcc4e92,20090.48704665
0x0ece13a95d87842c48ec954e34691b4b4e8afedb,20082.854582
0x9fb37cf759d02dabb7571dc60a60e65f7a3cdec6,20074.8
0x64366cdf1d1a314c40f31295be707e9b49034abe,20030.13487123
0x5d1b2befc7faa2e0d111df37854d6678c1c5b40f,20025.38792563
0xe677b540859e065c8e1c43b2bb97d2321c7fb08d,20000.9251
0x5e337d99d798ef35fc1668555462149e1ac22da8,20000.3637
0x10552b1e4c2143dfae4f18c9fe1fc62aca2b760d,20000.03425610906
0x372749a4c5d4ec7d0d4b541b2b3757b2d51bb5ef,20000.0
0xe2565a769ad408bcfce3e3aedc3d46f7b4df2e49,20000.0
0xb0018b5ed0963e2b8d75858a06dcbc414b5e3ade,19994.4792
0xc91ffff412351db359ea739526ecefb9efebd160,19955.2380213539
0xa94fc9a12e090addb8599544d34a0876f40d9098,19933.341339441136
0x3231f361879631f15dcc8453ce27fb263009850e,19900.70666913
0xce74286dd7f2c81124103dce17ca439b6bfc69df,19872.9384
0xdd8f142f12e2816c291ac350899d77e1fc3a4716,19849.125559997407
0xe7b2b34b87f998a5de9626529b5e8482c905ea67,19714.961354714607
0x29054963d56291f4c76308a511622380a86fcbba,19442.5352
0xf7aa2f0c294c1cfab51762378576ef57c295adeb,19299.500135086928
0x7223c279924933ca7ecf4b593638ed2b16eb29d3,19136.56
0x6edcac7cd6c73f13b4f781ed4ac5cc5ff2ada9c8,19093.1049081136
0xa0ea1ebe0acf2b2fb311ead9b0d256b44562febf,19000.011800000007
0xa80df238d4b91dae1fb47b06634dd6c8117eb7ea,18934.56648036
0x7e0f2bee798859345b38de3a276fd4a66479ba1d,18858.68684
3eJxcB6Amk4gN3yeASeiXygrbDQPor1bMgC7pSTBo2oV,18855.54589382
0xc3f6f68feebd4eb6eaa5eb970e5142334581054a,18674.334968604555
0xb1c3b2f3f3438ff85feaf5ca021d214a9fab060c,18474.302593844037
0xef555ee93bcef69ceeecd23ab26663fb21e3afc4,18147.29215978
0x9547663ddffd33cb167f2efa45e378306cf3fc22,18097.852685
0x39a44db45ddc5703c3a26d854b8a1473c1d99af4,17950.0
41uCv6a1JPwZT4pDAN4AGvPosHVx2ndkNFEFgKLzd5wx,17927.59787553
DPqsobysNf5iA9w7zrQM8HLzCKZEDMkZsWbiidsAt1xo,17911.90897253
0x1f2f05708bc15dade6230c24aa74bbb7a0f6ecc4,17772.74
0x14638d4dc493a88abfb20b14860912b0e054e50a,17750.25563359697
0xd5c0d091cb244131ebaf6aaae22f938daa7c4de3,17746.43133481
0x748de14197922c4ae258c7939c7739f3ff1db573,17600.0
0x1332478bcea67f21e237d7156d67b305296adc45,17554.42633645018
GcmXqJWgUwY29AAdZ8kVBSNcX23QsXP8CwAtFvXxv3oR,17548.84868234
0xf0f392972725a4b92df2f5586df74ebab7e462e3,17400.0
0xf0399720e33ea97da0f3dc468a06a41a15ed9277,17322.64518182126
0x7efbb634f04769f22ad088e99580827d961c6618,17236.570420068918
0xa9fca72395131309f0ad20c9039490d37e4eff3b,17201.230424340854
0x8e63a0794a556a45f378f7c1b2082ec8aab1ebaa,17194.0
0xe7b2b4ab27871ebaabaca93ea7b3e00bb1d8f89a,16827.264552686782
AUbn1VFbvP1JWrfUbvuHQ2hr6SZxubDx5Fzy5xT3xS8b,16727.80662897
0x4780ef6448761fd952fc707c6b3599dba6a45696,16719.894593683555
0x9d0351d523378d534bf5658304cd6870e1152c99,16663.1668
0x91d3a5d9a81adabe68aa7e4416c98d209d7397a5,16660.570546212482
0x27c45437b0698e6d46d8c31f590638894b7db0b2,16634.51156034
DwTEpJDSfKA2wFwHyZZ3d64LYUqSDxaL9XQfFTQrpu6k,16625.40281635
0xa5ee8fc6f4b95e173637def781b26741a8aa5892,16431.76512967952
0x1d1c2e89ef7c5b0ac853a730f783836178d784eb,16270.97271417
0xaecfb1af29b96011ec9aa1ff98d8c49b49bb3ddc,16264.0
0x9a64555d40cfd9558fc4aedc59f92f993a68da6e,16206.77560282
0x1437a85af8361417ddaba5caca5ef8347a4c5450,16057.314957950795
0xec777148be6ee6702254729257e6daefc653d21d,15999.54679756
0x24f034f5be0ce13ee1c5e94bda6d7b5047d56562,15996.4606097853
9isrZBGb9CWU79466DCUxN25iH7krrLRei5niqvH5WxU,15975.90444917
0x3c9d4468afb7000c53be63d63209587fc9bf52c3,15833.609999999986
